"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","zipcode","goal","date","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","you_call","them_cal","date_3","numdat_3","num_in_3","attr3_s","sinc3_s","fun3_s","intel3_s","amb3_s"
"1822",129,8,1,15,1,5,10,2,NA,3,6,117,0,-0.03,1,21,2,20,10,20,20,20,10,0,7,7,6,7,9,5,4,1,2,NA,8,"","","",2,1,1,"7,936",3,3,7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,8,9,10,9,5,9,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",129,8,1,15,1,5,10,5,NA,6,10,119,1,0.1,0,19,3,50,15,10,10,10,5,1,7,9,9,NA,0,6,8,10,2,NA,8,"","","",2,1,1,"7,936",3,3,7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,10,10,10,10,9,NA,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824",129,8,1,15,1,5,10,3,NA,4,11,120,0,0.36,0,20,3,10,10,35,35,8,2,0,5,7,2,2,4,2,4,8,2,NA,8,"","","",2,1,1,"7,936",3,3,7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,9,8,8,10,9,8,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",129,8,1,15,1,5,10,10,NA,1,12,121,0,0.12,1,21,2,35,15,5,30,15,0,0,7,6,7,8,10,7,7,1,2,NA,8,"","","",2,1,1,"7,936",3,3,7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,7,8,10,6,5,6,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",129,8,1,15,1,5,10,4,NA,5,7,NA,0,0.09,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"","","",2,1,1,"7,936",3,3,7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,7,8,9,10,7,NA,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827",130,9,1,16,1,5,10,6,NA,4,1,112,0,0.19,0,20,6,15,15,20,25,10,15,1,8,8,8,8,8,8,7,5,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,5,5,5,2,1,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828",130,9,1,16,1,5,10,9,NA,7,2,113,0,-0.11,0,21,2,15,15,25,25,15,5,1,9,9,8,6,5,5,7,7,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,3,3,5,6,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",130,9,1,16,1,5,10,7,NA,5,3,114,0,-0.06,0,20,1,20,20,20,20,10,10,1,7,8,7,5,6,6,7,6,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,1,1,6,2,5,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830",130,9,1,16,1,5,10,1,NA,9,4,115,0,0.49,0,21,2,20,10,30,20,15,5,0,6,9,9,9,9,5,6,8,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,6,5,5,4,3,2,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831",130,9,1,16,1,5,10,8,NA,6,5,116,0,-0.4,0,21,2,15,15,25,25,20,0,1,10,7,7,7,6,5,8,7,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,3,7,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832",130,9,1,16,1,5,10,2,NA,10,6,117,0,0.11,0,21,2,20,10,20,20,20,10,0,5,10,8,5,8,4,6,1,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,6,6,6,3,8,2,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833",130,9,1,16,1,5,10,5,NA,3,10,119,1,-0.01,0,19,3,50,15,10,10,10,5,1,6,9,8,9,7,NA,8,7,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,1,7,6,6,6,6,6,8,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834",130,9,1,16,1,5,10,3,NA,1,11,120,1,-0.23,0,20,3,10,10,35,35,8,2,1,9,9,9,8,10,2,9,5,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,1,9,6,8,6,6,6,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",130,9,1,16,1,5,10,10,NA,8,12,121,0,-0.23,0,21,2,35,15,5,30,15,0,1,6,10,5,2,2,4,7,1,2,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,2,1,3,1,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",130,9,1,16,1,5,10,4,NA,2,7,NA,0,-0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,"","","",4,4,1,"",1,6,10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,1,5,5,4,3,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837",131,10,1,18,1,5,10,6,NA,6,1,112,0,0.35,0,20,6,15,15,20,25,10,15,0,2,7,6,2,5,1,2,5,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1838",131,10,1,18,1,5,10,9,NA,9,2,113,0,0.45,0,21,2,15,15,25,25,15,5,0,4,9,8,3,6,2,3,5,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1839",131,10,1,18,1,5,10,7,NA,7,3,114,0,0.13,0,20,1,20,20,20,20,10,10,0,5,6,4,5,3,3,5,6,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1840",131,10,1,18,1,5,10,1,NA,1,4,115,0,0.3,0,21,2,20,10,30,20,15,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"1841",131,10,1,18,1,5,10,8,NA,8,5,116,0,0.54,0,21,2,15,15,25,25,20,0,0,4,8,7,3,7,0,5,6,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1842",131,10,1,18,1,5,10,2,NA,2,6,117,0,-0.17,0,21,2,20,10,20,20,20,10,0,NA,NA,NA,NA,NA,NA,NA,NA,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA
"1843",131,10,1,18,1,5,10,5,NA,5,10,119,0,0.48,0,19,3,50,15,10,10,10,5,0,2,7,6,2,NA,1,3,7,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,6,6,6,6,6,6,6,1,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1844",131,10,1,18,1,5,10,3,NA,3,11,120,0,0.54,0,20,3,10,10,35,35,8,2,0,7,8,6,5,7,2,5,5,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,6,6,7,6,6,2,5,1,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1845",131,10,1,18,1,5,10,10,NA,10,12,121,0,0.52,0,21,2,35,15,5,30,15,0,1,7,10,10,8,10,1,9,1,2,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,7,5,10,6,7,2,2,NA,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1846",131,10,1,18,1,5,10,4,NA,4,7,NA,0,-0.14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5,"","","",4,4,1,"10,002",2,7,10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,0,29.4117647058824,11.7647058823529,23.5294117647059,23.5294117647059,11.7647058823529,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,6,6,7,6,5,2,3,1,2,0,0,0,NA,0,NA,NA,NA,NA,NA
"1847",132,1,0,1,1,6,5,2,2,5,1,137,0,0.16,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,1,8,8,9,8,9,7,7,6,1,27,8,"","","",2,10,1,"96,822",1,7,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,NA,20,20,20,20,20,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,8,10,10,9,10,NA,NA,NA,NA,NA,0,7,9,7,9,6,9,8,7,1,NA,NA,NA,NA,NA,8,9,10,8,10
"1848",132,1,0,1,1,6,5,2,2,2,2,138,0,0.34,1,32,2,20,20,20,20,6.67,13.33,1,8,7,4,6,6,4,8,6,2,27,8,"","","",2,10,1,"96,822",1,7,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,NA,20,20,20,20,20,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,8,10,10,9,10,NA,NA,NA,NA,NA,0,8,8,8,8,8,8,8,5,2,NA,NA,NA,NA,NA,8,9,10,8,10
"1849",132,1,0,1,1,6,5,2,2,3,4,139,0,0.52,0,37,4,18.75,16.67,18.75,20.83,12.5,12.5,1,8,NA,8,8,7,NA,8,6,2,27,8,"","","",2,10,1,"96,822",1,7,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,NA,20,20,20,20,20,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,8,10,10,9,10,NA,NA,NA,NA,NA,0,5,7,9,5,9,5,5,5,2,NA,NA,NA,NA,NA,8,9,10,8,10
"1850",132,1,0,1,1,6,5,2,2,4,6,140,1,0.13,1,29,2,18.6,16.28,18.6,18.6,11.63,16.28,1,7,7,7,7,7,7,7,7,1,27,8,"","","",2,10,1,"96,822",1,7,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,NA,20,20,20,20,20,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,8,10,10,9,10,NA,NA,NA,NA,NA,1,8,9,9,9,9,8,9,7,1,NA,NA,NA,NA,NA,8,9,10,8,10
"1851",132,1,0,1,1,6,5,2,2,1,10,141,0,0.05,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,1,8,7,7,7,7,8,7,7,1,27,8,"","","",2,10,1,"96,822",1,7,7,7,2,10,5,7,7,9,1,1,5,9,5,10,3,10,1,10,NA,20,20,20,20,20,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,8,10,10,9,10,NA,NA,NA,NA,NA,0,5,8,8,8,7,7,7,7,1,NA,NA,NA,NA,NA,8,9,10,8,10
"1852",133,2,0,3,1,6,5,3,3,1,1,137,0,-0.15,1,26,4,17.39,17.39,15.22,17.39,13.04,19.57,0,6,10,10,6,7,5,7,6,2,24,5,"","","",4,8,6,"519,000",1,6,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,NA,15.7946815089672,23.6858379715523,21.0513296227582,21.0513296227582,18.4168212739641,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,NA,NA,NA,NA,NA,0,7,7,7,8,6,8,7,7,2,0,0,0,0,0,5,8,7,7,5
"1853",133,2,0,3,1,6,5,3,3,3,2,138,0,-0.51,0,32,2,20,20,20,20,6.67,13.33,0,3,8,8,9,8,1,1,1,2,24,5,"","","",4,8,6,"519,000",1,6,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,NA,15.7946815089672,23.6858379715523,21.0513296227582,21.0513296227582,18.4168212739641,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,NA,NA,NA,NA,NA,0,7,6,8,7,8,6,6,5,2,0,0,0,0,0,5,8,7,7,5
"1854",133,2,0,3,1,6,5,3,3,4,4,139,0,0.25,1,37,4,18.75,16.67,18.75,20.83,12.5,12.5,1,6,8,10,6,8,NA,6,7,2,24,5,"","","",4,8,6,"519,000",1,6,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,NA,15.7946815089672,23.6858379715523,21.0513296227582,21.0513296227582,18.4168212739641,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,NA,NA,NA,NA,NA,0,6,5,5,6,6,7,7,7,2,0,0,0,0,0,5,8,7,7,5
"1855",133,2,0,3,1,6,5,3,3,5,6,140,0,-0.35,0,29,2,18.6,16.28,18.6,18.6,11.63,16.28,0,5,9,8,6,8,6,6,6,2,24,5,"","","",4,8,6,"519,000",1,6,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,NA,15.7946815089672,23.6858379715523,21.0513296227582,21.0513296227582,18.4168212739641,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,NA,NA,NA,NA,NA,0,8,7,7,8,8,7,7,6,2,0,0,0,0,0,5,8,7,7,5
"1856",133,2,0,3,1,6,5,3,3,2,10,141,0,0.19,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,1,6,10,9,9,6,5,8,8,2,24,5,"","","",4,8,6,"519,000",1,6,2,8,7,6,7,10,8,10,4,3,6,4,8,7,10,9,7,6,NA,15.7946815089672,23.6858379715523,21.0513296227582,21.0513296227582,18.4168212739641,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,6,8,7,8,7,NA,NA,NA,NA,NA,0,5,6,5,7,5,6,5,5,2,0,0,0,0,0,5,8,7,7,5
"1857",134,3,0,5,1,6,5,4,4,2,1,137,1,-0.1,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,1,9,9,9,8,8,7,9,6,2,23,10,"","","",2,8,10,"12,590",1,5,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,NA,7.89816459443458,23.6826524570752,23.6826524570752,21.0538780343398,23.6826524570752,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,7,8,8,8,8,NA,NA,NA,NA,NA,1,8,9,7,9,10,8,9,6,2,0,0,0,NA,NA,7,9,7,8,9
"1858",134,3,0,5,1,6,5,4,4,4,2,138,0,-0.06,1,32,2,20,20,20,20,6.67,13.33,0,3,8,8,2,7,1,1,8,2,23,10,"","","",2,8,10,"12,590",1,5,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,NA,7.89816459443458,23.6826524570752,23.6826524570752,21.0538780343398,23.6826524570752,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,7,8,8,8,8,NA,NA,NA,NA,NA,1,7,8,9,8,7,8,7,5,2,0,0,0,NA,NA,7,9,7,8,9
"1859",134,3,0,5,1,6,5,4,4,5,4,139,0,0.15,0,37,4,18.75,16.67,18.75,20.83,12.5,12.5,1,7,9,9,7,6,NA,7,6,2,23,10,"","","",2,8,10,"12,590",1,5,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,NA,7.89816459443458,23.6826524570752,23.6826524570752,21.0538780343398,23.6826524570752,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,7,8,8,8,8,NA,NA,NA,NA,NA,0,7,7,8,5,8,5,6,6,2,0,0,0,NA,NA,7,9,7,8,9
"1860",134,3,0,5,1,6,5,4,4,1,6,140,0,-0.09,1,29,2,18.6,16.28,18.6,18.6,11.63,16.28,0,6.5,8,7.5,7,7,NA,6.5,7,2,23,10,"","","",2,8,10,"12,590",1,5,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,NA,7.89816459443458,23.6826524570752,23.6826524570752,21.0538780343398,23.6826524570752,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,7,8,8,8,8,NA,NA,NA,NA,NA,1,8,9,9,9,10,7,8,9,2,0,0,0,NA,NA,7,9,7,8,9
"1861",134,3,0,5,1,6,5,4,4,3,10,141,0,-0.1,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,1,7,8,8,7,6,5,7,7,2,23,10,"","","",2,8,10,"12,590",1,5,2,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,NA,7.89816459443458,23.6826524570752,23.6826524570752,21.0538780343398,23.6826524570752,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,7,8,8,8,8,NA,NA,NA,NA,NA,0,6,5,6,5,6,4,5,2,2,0,0,0,NA,NA,7,9,7,8,9
"1862",135,5,0,7,1,6,5,1,1,4,1,137,0,-0.1,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,1,7,8,8,7,7,6,7,6,2,26,3,"","","",2,9,6,"",1,7,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,NA,21.0489753386593,26.3170082204469,21.0489753386593,15.7925205511173,15.7925205511173,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,NA,NA,NA,NA,NA,0,8,5,NA,NA,NA,5,6,6,2,1,0,1,1,NA,8,10,7,5,5
"1863",135,5,0,7,1,6,5,1,1,1,2,138,0,-0.3,1,32,2,20,20,20,20,6.67,13.33,0,4,6,6,1,7,1,1,8,2,26,3,"","","",2,9,6,"",1,7,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,NA,21.0489753386593,26.3170082204469,21.0489753386593,15.7925205511173,15.7925205511173,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,NA,NA,NA,NA,NA,1,8,8,8,NA,NA,2,7,6,2,1,0,1,1,NA,8,10,7,5,5
"1864",135,5,0,7,1,6,5,1,1,2,4,139,0,0.28,0,37,4,18.75,16.67,18.75,20.83,12.5,12.5,0,6,NA,NA,6,5,NA,6,7,2,26,3,"","","",2,9,6,"",1,7,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,NA,21.0489753386593,26.3170082204469,21.0489753386593,15.7925205511173,15.7925205511173,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,NA,NA,NA,NA,NA,1,7,8,NA,8,4,6,6,NA,2,1,0,1,1,NA,8,10,7,5,5
"1865",135,5,0,7,1,6,5,1,1,3,6,140,1,-0.34,1,29,2,18.6,16.28,18.6,18.6,11.63,16.28,1,6.5,8,8,7,7,7,7,7,2,26,3,"","","",2,9,6,"",1,7,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,NA,21.0489753386593,26.3170082204469,21.0489753386593,15.7925205511173,15.7925205511173,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,NA,NA,NA,NA,NA,1,8,8,8,8,NA,NA,8,7,2,1,0,1,1,NA,8,10,7,5,5
"1866",135,5,0,7,1,6,5,1,1,5,10,141,1,-0.01,0,28,3,20.83,20.83,16.67,16.67,6.25,18.75,1,8,9,8,8,6,5,8,8,2,26,3,"","","",2,9,6,"",1,7,2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,NA,21.0489753386593,26.3170082204469,21.0489753386593,15.7925205511173,15.7925205511173,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,NA,NA,NA,NA,NA,1,7,NA,NA,8,8,NA,6,5,2,1,0,1,1,NA,8,10,7,5,5
"1867",136,6,0,8,1,6,5,5,5,3,1,137,0,NA,0,26,4,17.39,17.39,15.22,17.39,13.04,19.57,1,6,8,9,7,9,6,8,6,2,NA,NA,"","","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,8,8,8,8,8,1,2,1,1,0,NA,NA,7,9,10,10,10
"1868",136,6,0,8,1,6,5,5,5,5,2,138,1,NA,0,32,2,20,20,20,20,6.67,13.33,1,7,8,10,9,9,8,9,9,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,NA,1,1,1,0,NA,NA,7,9,10,10,10
"1869",136,6,0,8,1,6,5,5,5,1,4,139,0,NA,0,37,4,18.75,16.67,18.75,20.83,12.5,12.5,1,8,8,NA,8,8,NA,8,8,2,NA,NA,"","","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,8,5,8,1,5,1,2,1,1,0,NA,NA,7,9,10,10,10
